Materias_inscritas;Promedio_estudiantil;Situacion_economica;Situacion_familiar;Horas_estudio_por_semana;Edad;Desercion
4;69;media;estable;4;25;0
5;2;alta;inestable;12;26;0
6;6;baja;estable;32;22;0
7;33;baja;estable;15;22;1
3;81;media;inestable;6;19;1
1;64;alta;estable;16;26;1
5;26;media;estable;22;28;1
5;53;baja;estable;1;21;0
3;78;baja;estable;25;20;0
3;42;baja;estable;20;19;0
3;23;media;estable;0;20;0
6;90;media;inestable;27;21;1
6;61;alta;inestable;28;26;0
1;92;alta;inestable;25;23;0
3;83;baja;inestable;14;27;0
4;39;baja;inestable;21;22;0
5;29;alta;estable;15;26;0
3;43;baja;estable;28;25;1
5;81;alta;inestable;23;23;1
2;100;media;estable;20;20;0
7;82;baja;estable;20;24;0
2;14;baja;estable;27;27;0
3;48;alta;estable;15;23;0
5;86;media;estable;35;29;0
7;42;baja;inestable;34;28;1
2;5;baja;inestable;7;25;0
3;49;alta;estable;36;29;0
5;45;media;inestable;18;23;0
3;39;alta;inestable;29;28;0
6;29;media;inestable;33;27;0
5;73;media;inestable;20;21;0
2;29;alta;estable;16;27;0
3;0;alta;inestable;37;29;0
2;28;media;estable;9;24;1
3;88;alta;inestable;10;24;0
1;94;baja;inestable;14;28;1
2;14;baja;estable;34;25;0
2;16;baja;estable;38;19;0
4;7;baja;inestable;9;28;0
7;73;baja;inestable;35;23;0
6;45;alta;estable;20;20;0
2;56;media;inestable;20;25;0
5;78;alta;estable;24;21;0
7;27;baja;estable;0;21;0
3;89;baja;estable;1;19;0
1;83;alta;inestable;6;23;1
5;76;alta;estable;8;23;1
7;30;media;estable;31;18;0
5;50;baja;inestable;9;29;1
5;77;alta;estable;39;25;0
5;28;media;inestable;25;20;0
7;77;baja;inestable;28;18;0
1;13;baja;estable;9;27;0
4;83;baja;inestable;20;18;0
6;40;alta;inestable;27;18;0
2;34;baja;inestable;35;22;0
7;4;baja;estable;38;22;0
5;63;media;estable;5;18;0
2;78;alta;estable;4;22;0
7;55;media;inestable;32;24;0
2;76;alta;estable;20;22;0
5;0;baja;estable;20;26;0
4;6;media;inestable;15;21;0
7;11;alta;estable;26;26;0
2;95;alta;inestable;12;29;0
3;20;baja;estable;10;25;0
2;75;baja;inestable;20;18;0
6;35;media;inestable;9;21;0
5;32;media;inestable;19;24;0
1;3;alta;inestable;38;18;0
2;50;media;estable;34;29;0
4;48;baja;inestable;38;25;0
3;72;media;inestable;32;28;0
3;38;media;inestable;14;19;1
1;70;alta;inestable;32;25;0
6;17;baja;inestable;37;28;0
1;58;alta;inestable;38;21;1
6;22;baja;estable;27;25;0
2;99;baja;inestable;8;18;0
5;19;alta;estable;2;29;0
4;30;media;inestable;6;22;1
3;88;alta;inestable;39;26;0
1;99;media;estable;18;24;0
4;66;alta;inestable;34;20;0
6;52;alta;inestable;19;21;0
5;53;media;estable;20;27;0
3;61;media;estable;1;24;1
3;19;media;estable;10;23;0
6;24;alta;estable;17;21;0
5;93;media;inestable;20;20;0
3;50;media;estable;7;28;0
5;20;media;estable;20;19;0
3;47;baja;estable;15;27;0
2;98;media;inestable;33;29;0
6;53;media;estable;4;26;0
5;98;media;inestable;27;20;0
4;93;baja;inestable;20;24;1
2;15;baja;inestable;32;18;0
7;86;media;inestable;16;25;0
4;59;media;estable;27;18;0
6;74;media;estable;37;29;0
3;11;media;inestable;1;19;1
7;98;baja;estable;0;18;0
4;68;media;estable;31;21;0
2;55;baja;estable;26;19;1
7;43;alta;estable;12;18;1
7;37;baja;inestable;20;18;0
5;21;alta;estable;2;19;0
1;80;baja;estable;8;23;0
4;20;baja;inestable;20;19;1
1;90;baja;estable;33;29;0
6;12;media;estable;19;29;1
4;93;baja;estable;23;28;0
4;45;media;inestable;20;19;1
5;58;baja;estable;20;25;0
3;78;baja;estable;28;22;0
2;17;alta;inestable;34;25;0
2;42;baja;estable;8;29;0
2;54;media;inestable;14;29;0
6;74;alta;inestable;20;25;0
7;70;alta;inestable;39;29;0
3;97;baja;estable;9;19;0
1;31;baja;estable;3;24;1
2;76;alta;estable;11;26;0
1;15;media;estable;16;29;1
3;89;baja;estable;18;25;1
6;39;alta;inestable;25;26;0
3;40;media;inestable;36;25;0
5;53;baja;inestable;13;21;1
7;33;alta;inestable;34;27;0
2;84;alta;estable;20;24;1
6;17;baja;inestable;2;26;0
5;19;media;inestable;20;26;0
2;75;media;estable;2;21;0
3;84;alta;inestable;20;24;1
3;95;media;estable;36;23;0
4;8;alta;estable;10;29;0
4;46;baja;estable;28;29;1
3;60;media;inestable;12;20;1
3;10;baja;inestable;2;27;1
1;10;alta;inestable;22;23;0
7;27;baja;inestable;33;25;1
1;80;media;inestable;20;19;0
7;96;baja;inestable;25;29;0
5;97;media;estable;36;20;0
4;23;media;estable;20;25;0
4;20;media;inestable;8;21;0
3;34;media;inestable;29;21;0
3;36;media;estable;20;19;0
5;10;alta;estable;30;28;0
6;31;baja;estable;20;27;0
6;25;alta;inestable;20;29;0
6;17;baja;inestable;23;18;0
4;75;baja;inestable;20;24;0
1;19;baja;estable;21;21;0
6;33;alta;inestable;35;23;0
2;90;media;inestable;36;25;0
5;53;media;inestable;18;28;0
6;97;alta;inestable;18;24;0
2;64;media;inestable;21;24;1
6;78;baja;inestable;21;23;1
1;13;media;estable;38;28;0
1;42;media;inestable;26;21;0
6;26;media;estable;11;21;1
2;66;baja;estable;21;26;0
5;1;media;estable;25;28;0
2;75;media;inestable;26;22;0
5;62;media;inestable;23;26;1
6;50;alta;inestable;7;28;0
5;97;alta;inestable;1;29;0
3;92;media;estable;14;26;0
4;86;alta;inestable;20;21;0
7;48;alta;estable;2;19;0
4;72;baja;inestable;33;19;0
1;14;alta;inestable;14;26;0
3;0;alta;estable;37;26;1
4;36;media;estable;6;20;0
6;9;baja;estable;2;22;0
5;20;baja;inestable;19;22;1
5;34;baja;estable;20;19;1
2;49;alta;estable;37;19;0
2;33;media;estable;0;27;0
5;74;baja;inestable;17;29;1
6;47;baja;estable;37;18;0
5;53;alta;estable;15;19;0
2;67;baja;inestable;4;28;1
4;73;media;estable;12;24;1
1;9;baja;estable;20;18;0
2;30;media;estable;7;18;0
6;10;media;inestable;19;26;0
4;3;media;estable;33;19;0
4;86;alta;estable;35;28;0
4;74;alta;estable;20;21;0
3;4;media;estable;6;28;1
3;21;media;estable;11;20;1
7;38;baja;estable;24;28;1
4;40;baja;estable;14;21;0
6;10;baja;inestable;34;28;0
5;57;alta;inestable;20;28;0
6;10;baja;inestable;4;24;1
3;47;media;estable;25;27;0
2;71;media;inestable;5;19;1
7;52;alta;estable;20;19;1
3;56;alta;estable;7;26;1
5;39;baja;estable;7;23;1
1;97;alta;inestable;25;28;0
7;48;media;inestable;23;24;0
3;61;media;estable;7;22;1
6;60;alta;estable;40;22;0
7;51;media;inestable;17;21;0
6;27;alta;inestable;20;25;1
4;65;media;inestable;5;24;1
4;76;baja;inestable;23;27;1
4;41;alta;inestable;39;19;1
7;77;alta;inestable;23;19;0
1;68;alta;inestable;38;23;0
5;34;media;estable;18;29;1
7;97;baja;estable;17;28;0
2;8;alta;inestable;20;18;0
6;6;media;inestable;28;24;1
6;56;alta;estable;15;25;0
7;35;media;inestable;35;27;0
7;34;baja;estable;1;25;0
5;13;media;estable;18;20;0
1;73;media;inestable;20;24;1
7;80;alta;estable;24;18;0
4;73;media;inestable;11;28;1
5;31;alta;inestable;17;20;0
2;23;media;estable;19;23;0
4;38;baja;estable;27;26;0
2;83;media;estable;31;22;0
3;33;alta;inestable;30;22;0
2;38;media;inestable;20;26;1
4;39;media;inestable;40;29;0
3;14;baja;inestable;20;26;0
4;48;alta;inestable;10;23;1
6;59;baja;inestable;8;22;1
4;13;media;inestable;13;27;0
3;14;baja;estable;18;19;0
2;11;media;inestable;34;28;0
6;17;media;estable;31;25;1
1;14;baja;estable;34;29;0
1;5;baja;inestable;11;25;1
1;60;media;estable;24;24;0
1;7;baja;estable;11;25;1
5;49;baja;estable;20;20;0
1;17;media;inestable;27;20;0
3;94;alta;estable;6;19;0
7;100;baja;inestable;27;18;0
1;66;baja;inestable;20;20;0
4;23;alta;inestable;32;20;0
7;94;baja;estable;6;24;1
1;90;media;estable;31;29;0
7;87;baja;inestable;40;27;0
2;39;media;inestable;34;26;1
3;23;alta;inestable;20;29;0
3;55;alta;estable;26;18;0
7;44;alta;estable;17;25;0
6;11;baja;estable;29;18;0
5;38;alta;estable;29;20;0
4;90;baja;estable;25;21;0
7;28;baja;estable;32;28;0
3;0;baja;estable;18;25;1
2;0;alta;inestable;5;18;1
1;36;alta;estable;22;29;0
3;11;baja;inestable;11;19;1
2;67;alta;estable;15;28;1
1;70;baja;inestable;1;22;1
5;47;alta;estable;15;23;0
3;39;media;estable;32;22;0
3;14;alta;estable;22;20;0
7;25;alta;inestable;0;27;0
7;54;alta;estable;19;24;1
2;24;baja;estable;12;29;0
6;94;baja;inestable;19;18;1
7;41;media;estable;16;19;0
4;24;media;estable;37;28;0
5;24;media;inestable;2;29;1
4;24;baja;estable;20;26;1
3;16;media;inestable;34;21;0
4;74;media;inestable;38;25;0
1;20;alta;inestable;7;26;1
5;57;media;estable;20;24;1
4;15;alta;estable;20;18;1
1;96;baja;inestable;20;22;0
2;6;baja;inestable;5;23;0
4;74;alta;estable;34;28;1
5;4;media;estable;5;25;0
1;97;baja;estable;21;27;0
4;78;alta;inestable;21;25;0
2;24;baja;estable;39;29;0
4;7;baja;inestable;26;26;0
1;0;media;inestable;12;26;0
4;61;baja;estable;10;21;0
5;32;alta;estable;5;23;1
3;77;media;inestable;30;20;0
1;46;alta;inestable;28;18;0
1;59;alta;estable;24;23;0
1;42;alta;inestable;2;18;1
1;4;media;estable;31;26;0
4;89;baja;estable;26;28;1
5;21;alta;inestable;39;23;0
2;62;baja;inestable;23;18;0
5;1;baja;estable;12;28;0
1;98;alta;inestable;15;20;0
6;2;baja;inestable;7;18;1
4;0;media;estable;29;19;0
6;97;media;inestable;20;23;0
4;10;baja;estable;8;24;0
1;98;baja;inestable;6;18;0
4;68;media;estable;3;27;0
1;92;baja;inestable;36;22;0
5;16;baja;inestable;20;23;0
7;0;baja;inestable;14;21;0
3;32;baja;inestable;20;23;1
4;45;alta;inestable;17;22;1
1;29;baja;inestable;29;28;0
6;76;media;inestable;35;24;0
1;51;alta;inestable;7;21;0
6;8;alta;estable;27;18;0
4;71;media;inestable;20;19;0
2;74;baja;inestable;39;23;0
6;2;alta;inestable;20;27;0
1;47;alta;inestable;0;28;1
4;25;baja;inestable;21;19;1
1;83;baja;estable;6;22;0
2;52;media;estable;2;29;1
3;11;alta;inestable;28;21;0
7;65;baja;inestable;29;24;1
7;82;baja;inestable;18;21;0
2;64;media;inestable;27;24;0
5;92;alta;estable;22;28;1
4;22;baja;inestable;25;25;1
2;5;media;estable;24;24;0
3;42;alta;inestable;27;19;0
1;97;alta;estable;8;28;0
4;82;alta;estable;11;18;0
6;95;alta;estable;18;22;0
2;82;media;inestable;18;29;0
3;58;baja;inestable;20;24;1
2;93;alta;inestable;15;29;1
5;96;alta;inestable;7;18;0
7;60;baja;inestable;10;28;1
7;41;alta;estable;9;25;0
4;64;alta;estable;29;20;0
1;23;baja;estable;19;24;0
3;34;baja;inestable;28;20;1
2;24;alta;estable;17;21;0
4;14;baja;inestable;36;25;1
2;26;media;estable;39;19;0
4;14;media;inestable;27;23;0
7;15;alta;estable;35;27;0
5;61;alta;inestable;20;26;0
2;55;baja;estable;37;27;0
5;21;baja;estable;33;26;0
6;86;alta;estable;20;22;0
6;64;alta;inestable;25;20;0
7;16;media;estable;31;23;0
3;58;baja;estable;22;29;1
5;10;alta;estable;10;26;1
4;1;alta;inestable;14;23;1
3;92;baja;estable;36;21;0
2;57;baja;inestable;2;29;1
2;69;alta;estable;24;28;0
4;11;alta;estable;15;22;0
1;54;alta;inestable;15;24;1
1;2;baja;inestable;35;27;0
2;76;alta;estable;34;20;0
7;65;alta;inestable;20;29;0
7;91;alta;inestable;11;26;0
4;65;media;inestable;19;18;0
1;0;media;estable;16;25;0
5;79;baja;estable;14;22;0
2;64;alta;estable;4;27;1
6;30;alta;inestable;22;26;0
5;95;baja;inestable;12;19;1
4;17;baja;inestable;26;18;1
6;45;baja;inestable;13;27;1
5;25;alta;estable;17;24;0
1;23;media;inestable;2;27;1
7;40;baja;estable;40;29;0
1;29;alta;inestable;20;28;0
6;7;baja;estable;1;26;0
3;67;alta;estable;22;22;0
7;45;baja;inestable;35;28;0
2;59;alta;inestable;31;21;0
6;45;baja;inestable;28;21;1
4;88;media;estable;6;29;1
2;89;baja;inestable;26;25;0
5;73;baja;estable;31;18;0
7;0;media;inestable;23;18;0
4;94;baja;estable;36;25;0
4;61;media;inestable;11;19;0
1;45;alta;estable;10;27;0
5;18;media;estable;35;23;0
1;2;media;estable;25;19;0
1;85;alta;inestable;0;22;1
7;57;media;estable;20;20;0
3;89;media;inestable;34;24;0
1;78;alta;estable;1;26;0
2;62;baja;inestable;0;19;1
4;76;baja;inestable;11;24;0
7;9;media;estable;37;25;0
1;53;baja;estable;36;27;0
6;17;baja;inestable;21;25;1
2;68;media;estable;22;24;0
5;58;alta;inestable;13;29;0
4;43;baja;inestable;10;21;0
7;95;media;inestable;33;21;1
6;48;alta;inestable;4;27;1
7;99;baja;inestable;19;26;0
7;55;alta;inestable;25;29;0
6;19;media;inestable;4;27;1
5;23;alta;inestable;20;26;1
6;78;alta;inestable;23;22;0
2;39;media;estable;30;24;0
7;57;baja;inestable;9;24;0
5;22;baja;inestable;12;26;0
7;40;alta;inestable;23;29;0
6;58;alta;estable;39;24;0
5;13;alta;estable;20;25;0
5;42;alta;estable;20;24;0
1;10;baja;estable;29;28;1
1;85;media;estable;33;21;0
1;98;media;estable;4;29;0
6;30;media;inestable;12;19;1
4;16;alta;estable;2;20;1
2;81;alta;estable;15;24;1
6;52;media;estable;39;28;0
7;45;baja;estable;4;28;1
1;77;media;estable;22;26;0
5;24;baja;inestable;0;28;1
6;24;alta;inestable;29;19;1
5;54;media;estable;8;24;1
7;21;media;inestable;5;21;1
5;89;alta;estable;20;24;0
5;41;baja;inestable;31;29;0
3;11;media;inestable;4;22;1
4;54;media;estable;9;24;0
2;42;baja;estable;0;23;1
2;95;media;estable;39;19;0
1;37;media;inestable;20;29;1
3;4;alta;inestable;29;24;0
6;53;baja;estable;26;22;0
6;16;media;estable;6;26;0
2;84;media;inestable;24;28;0
4;16;alta;estable;5;18;0
5;31;media;inestable;16;18;0
7;61;alta;inestable;20;19;1
1;33;media;estable;22;25;0
4;58;alta;inestable;5;28;1
2;68;baja;inestable;1;26;0
3;89;baja;inestable;32;28;0
1;3;media;inestable;29;28;0
2;83;media;estable;3;29;1
6;94;alta;inestable;20;24;1
1;71;alta;estable;36;18;0
2;69;baja;inestable;31;29;0
6;80;media;estable;40;24;0
7;88;alta;inestable;10;25;0
6;3;baja;inestable;20;24;1
5;13;baja;estable;9;29;0
3;80;alta;inestable;25;22;0
5;59;media;estable;5;29;1
2;78;baja;inestable;5;24;1
7;88;alta;estable;3;27;1
4;50;baja;estable;28;28;0
7;12;media;inestable;20;19;1
7;98;alta;inestable;25;26;0
7;73;media;inestable;35;19;0
5;29;media;inestable;30;19;0
4;81;baja;inestable;18;22;0
6;66;media;inestable;39;25;1
2;17;baja;inestable;18;23;0
3;20;alta;inestable;4;29;0
4;88;alta;inestable;40;26;0
2;43;baja;estable;1;23;0
4;56;baja;estable;22;22;0
5;55;baja;estable;12;18;0
2;46;media;inestable;20;25;0
5;6;alta;estable;22;20;1
1;94;alta;inestable;10;29;0
2;98;media;inestable;22;19;0
4;68;baja;inestable;30;24;0
1;72;alta;inestable;11;28;0
5;64;media;estable;15;19;1
5;18;baja;estable;11;18;0
4;40;alta;estable;33;28;0
1;95;baja;inestable;29;19;0
7;65;media;inestable;35;23;0
6;81;alta;estable;7;19;1
3;16;baja;inestable;3;18;0
4;57;baja;estable;5;18;1
5;98;baja;estable;6;21;0
2;67;media;estable;21;25;1
1;46;baja;inestable;39;23;0
6;64;alta;estable;14;21;0
3;13;alta;inestable;38;23;0
2;76;baja;estable;2;23;0
1;15;media;inestable;37;26;0
6;32;alta;inestable;7;21;1
4;98;alta;estable;20;23;0
6;4;alta;inestable;2;27;0
4;55;baja;inestable;20;18;0
7;36;alta;inestable;8;24;0
1;11;baja;estable;12;24;0
6;72;baja;inestable;20;28;0
3;64;baja;estable;15;18;1
6;36;baja;estable;27;25;0
1;81;baja;inestable;39;22;0
2;64;alta;estable;24;26;0
2;46;baja;estable;29;25;0
6;6;baja;estable;4;20;1
6;22;baja;estable;25;18;1
4;16;baja;estable;18;20;1
1;41;baja;inestable;35;19;1
4;61;baja;inestable;16;19;1
3;53;alta;estable;27;28;0
7;43;baja;estable;9;21;0
2;48;baja;inestable;10;19;1
5;30;alta;inestable;15;25;0
5;42;alta;inestable;12;22;1
1;9;media;estable;10;18;0
1;48;alta;estable;2;23;1
5;11;alta;inestable;33;29;0
1;36;baja;estable;3;24;0
2;32;media;inestable;35;18;0
3;43;baja;inestable;5;29;0
3;32;media;estable;3;20;0
4;44;baja;inestable;23;26;0
2;46;alta;inestable;20;24;0
7;71;alta;inestable;20;29;0
1;75;media;inestable;23;21;0
1;52;baja;inestable;11;23;1
7;26;baja;estable;27;23;1
4;100;alta;inestable;20;29;0
4;58;alta;estable;13;20;0
1;98;media;estable;33;19;0
1;90;alta;inestable;20;22;1
7;74;media;inestable;16;25;1
2;49;media;inestable;34;20;0
7;73;media;estable;37;22;0
4;19;media;estable;21;20;0
7;96;alta;estable;9;24;0
7;55;media;inestable;37;23;0
7;17;alta;inestable;8;23;1
2;79;media;inestable;2;18;1
6;64;alta;inestable;13;19;0
1;78;media;inestable;29;23;0
5;53;alta;estable;20;25;0
7;4;baja;estable;25;22;0
5;14;media;estable;38;29;0
6;61;media;inestable;20;19;0
1;85;baja;inestable;2;22;1
4;37;baja;estable;24;26;0
5;44;media;inestable;39;23;0
4;88;alta;estable;20;22;0
5;60;media;inestable;2;27;1
4;51;alta;inestable;9;23;0
7;96;baja;inestable;10;29;0
5;59;alta;inestable;14;28;1
4;99;media;estable;20;29;0
6;23;baja;inestable;36;26;0
2;62;baja;estable;21;24;0
4;59;media;estable;27;27;0
2;9;media;estable;3;20;1
2;45;baja;estable;2;27;0
1;67;alta;estable;23;27;0
7;5;alta;inestable;35;22;0
6;72;alta;estable;21;21;0
2;43;media;estable;35;28;0
3;77;baja;estable;32;22;0
7;91;alta;estable;3;25;1
2;81;baja;estable;8;28;0
4;30;alta;inestable;26;23;0
2;34;baja;estable;18;21;0
4;34;media;inestable;12;22;0
4;99;media;estable;17;28;0
3;18;media;inestable;18;24;1
2;32;alta;inestable;20;25;0
2;94;media;inestable;4;22;0
5;88;media;inestable;11;19;0
7;58;media;inestable;22;23;1
5;46;baja;inestable;20;26;1
1;70;baja;inestable;25;20;0
4;67;baja;estable;38;24;0
3;1;baja;inestable;32;25;0
5;88;baja;estable;22;23;0
2;24;baja;estable;9;29;1
1;33;baja;estable;18;20;0
3;100;media;inestable;28;18;0
6;52;media;estable;34;20;0
2;24;alta;inestable;38;28;0
2;21;media;inestable;24;23;1
6;36;baja;inestable;21;28;1
4;0;baja;estable;20;21;1
4;31;alta;estable;3;18;0
5;78;media;inestable;6;23;1
5;47;media;inestable;2;18;1
2;77;alta;inestable;16;29;0
7;6;baja;inestable;13;25;1
2;66;baja;estable;25;20;1
5;65;baja;estable;20;20;0
6;56;baja;estable;24;18;0
5;35;alta;estable;19;20;0
2;92;media;estable;11;24;0
3;73;baja;inestable;38;27;1
2;12;media;inestable;3;25;1
3;82;media;estable;38;28;0
3;43;baja;inestable;20;25;1
2;81;baja;estable;21;20;0
7;61;baja;inestable;4;22;0
7;67;media;inestable;3;18;0
1;46;alta;inestable;17;26;0
5;29;baja;estable;30;25;1
7;72;media;estable;11;27;0
4;34;media;estable;22;19;0
2;50;baja;inestable;11;27;0
3;52;alta;inestable;16;18;0
2;100;baja;inestable;36;21;0
5;9;baja;inestable;34;26;0
6;42;alta;inestable;21;29;0
7;0;baja;estable;10;25;0
7;1;baja;estable;20;20;0
7;100;alta;inestable;20;27;0
3;4;media;estable;8;29;1
4;31;media;inestable;32;23;0
4;94;media;inestable;15;29;0
7;38;media;estable;39;26;0
4;27;media;inestable;15;27;0
6;70;baja;estable;20;25;0
7;50;alta;estable;25;27;0
1;1;media;estable;38;22;0
3;74;alta;inestable;39;29;0
6;47;media;estable;20;29;0
3;82;baja;inestable;30;26;0
7;26;media;inestable;23;26;0
6;47;media;inestable;30;20;0
7;63;alta;inestable;34;29;0
6;86;alta;inestable;19;25;0
7;94;baja;inestable;25;21;1
1;69;alta;inestable;21;27;1
3;48;alta;inestable;22;24;0
6;8;alta;estable;36;27;0
1;32;baja;estable;20;25;1
2;22;baja;inestable;8;24;1
7;92;baja;inestable;18;22;0
5;93;alta;estable;8;28;0
6;69;alta;estable;20;18;1
4;59;baja;estable;36;29;0
1;16;alta;estable;20;25;0
1;1;alta;estable;34;22;1
6;38;media;estable;7;20;1
1;13;baja;inestable;36;19;1
2;79;baja;estable;24;20;0
1;36;alta;estable;1;26;1
5;87;alta;estable;25;19;0
5;67;media;estable;38;27;0
7;28;baja;inestable;3;18;1
7;89;baja;inestable;23;19;0
4;18;alta;inestable;20;19;0
2;17;baja;inestable;0;29;0
5;91;alta;inestable;25;28;1
6;91;media;inestable;19;22;1
3;30;alta;inestable;14;18;0
3;11;media;inestable;25;29;1
3;84;alta;estable;2;27;0
7;31;media;estable;30;25;0
6;67;media;inestable;0;19;1
1;22;baja;inestable;12;23;0
6;57;alta;inestable;20;22;0
1;12;baja;estable;15;19;0
3;16;baja;inestable;12;27;0
4;94;alta;inestable;33;29;0
4;21;baja;inestable;37;18;0
1;72;baja;inestable;35;23;0
3;5;baja;estable;21;23;0
6;72;alta;inestable;35;20;1
4;65;baja;estable;37;25;1
1;58;baja;estable;16;26;1
6;61;baja;inestable;11;20;0
3;7;alta;estable;4;26;1
2;47;media;inestable;20;25;0
3;8;media;estable;38;22;0
7;98;media;inestable;22;23;0
3;20;media;estable;27;29;0
6;37;baja;estable;5;29;1
6;75;alta;inestable;6;29;0
5;40;baja;estable;19;18;1
5;2;alta;inestable;38;22;1
6;23;baja;inestable;14;27;0
6;27;media;estable;35;27;0
2;60;media;inestable;5;29;1
2;54;alta;inestable;25;24;0
3;41;baja;inestable;24;18;1
7;72;media;inestable;34;27;1
4;3;alta;estable;0;26;0
7;90;baja;estable;8;24;0
2;2;alta;estable;9;21;1
3;74;baja;inestable;38;28;0
7;72;baja;estable;6;21;0
1;61;baja;estable;1;28;1
5;46;alta;estable;21;27;0
7;93;alta;inestable;21;24;1
4;34;baja;estable;34;23;1
3;61;media;inestable;38;20;0
7;60;baja;estable;22;26;1
6;96;alta;estable;37;23;0
1;14;baja;inestable;29;28;0
5;93;alta;estable;11;19;1
1;74;baja;inestable;20;27;1
3;51;baja;inestable;27;29;0
2;63;media;estable;17;19;1
5;55;media;inestable;27;18;0
1;30;alta;inestable;16;28;0
2;1;baja;inestable;5;22;0
4;70;alta;inestable;20;27;0
3;60;baja;estable;33;23;0
3;56;baja;inestable;29;20;1
5;99;baja;inestable;9;21;0
1;8;media;estable;38;22;0
4;89;alta;estable;1;21;1
6;51;baja;estable;20;26;0
5;9;baja;inestable;10;29;0
6;30;alta;inestable;2;20;0
5;14;alta;inestable;16;22;1
1;16;baja;inestable;25;24;1
4;26;media;estable;35;29;0
1;53;media;estable;20;29;0
3;60;baja;inestable;32;24;0
6;99;media;inestable;19;23;0
2;13;alta;inestable;29;26;0
7;91;media;inestable;34;24;0
3;71;alta;estable;19;28;0
3;49;alta;estable;31;21;0
6;91;alta;estable;19;28;0
5;29;alta;estable;15;27;0
3;40;media;inestable;20;26;0
7;92;alta;estable;27;23;0
4;11;baja;inestable;29;18;1
3;98;alta;estable;14;26;0
4;82;baja;estable;23;28;0
1;53;alta;inestable;36;24;0
5;45;alta;estable;39;23;0
4;68;media;estable;9;23;1
3;75;alta;estable;20;21;0
5;69;alta;estable;27;21;0
7;4;media;inestable;17;28;1
5;87;media;estable;1;20;1
4;17;baja;estable;14;25;1
4;24;media;estable;32;25;0
2;57;baja;inestable;32;19;0
2;55;alta;inestable;20;22;0
5;27;baja;estable;19;26;0
6;48;media;estable;23;29;0
6;87;alta;estable;9;26;1
2;86;baja;inestable;21;24;1
3;64;baja;estable;20;21;0
1;77;baja;estable;19;21;0
5;82;alta;inestable;20;27;1
1;37;baja;inestable;27;28;1
2;96;baja;inestable;26;24;0
4;100;media;estable;15;20;0
7;69;baja;estable;0;20;0
5;33;alta;estable;10;22;0
2;22;media;inestable;25;28;0
3;90;alta;estable;3;23;0
7;13;media;estable;4;25;1
5;85;media;inestable;26;18;0
5;37;baja;inestable;30;24;1
6;77;alta;estable;13;25;1
4;85;baja;inestable;20;22;0
5;44;media;estable;20;29;1
4;60;baja;estable;38;27;0
2;8;media;estable;20;19;1
3;74;media;inestable;32;21;0
7;75;alta;estable;24;23;0
7;88;alta;inestable;39;26;0
3;1;alta;inestable;19;19;1
5;8;alta;inestable;31;21;1
5;49;baja;inestable;31;27;0
2;44;alta;estable;20;22;0
6;34;alta;inestable;20;25;1
6;95;alta;estable;10;25;0
6;61;media;estable;5;19;1
4;77;media;estable;17;23;0
6;92;alta;estable;38;23;0
3;56;media;inestable;20;22;0
7;82;media;inestable;20;25;1
7;99;baja;estable;25;27;0
4;45;media;estable;5;19;1
2;68;baja;estable;16;19;1
3;80;media;inestable;28;24;0
7;97;alta;inestable;39;26;0
3;85;media;estable;7;20;1
7;74;media;estable;16;24;0
1;29;baja;estable;4;20;0
2;49;alta;inestable;10;29;0
2;92;baja;estable;15;23;0
1;14;alta;inestable;22;20;0
4;35;alta;inestable;9;18;0
7;38;baja;inestable;9;23;0
7;80;media;estable;31;28;0
7;59;alta;inestable;39;20;0
6;26;media;inestable;13;18;0
6;53;baja;estable;28;22;0
6;1;baja;estable;10;25;1
6;69;baja;estable;37;25;0
6;3;baja;inestable;27;25;0
1;86;alta;inestable;32;20;0
2;46;baja;estable;2;25;1
4;94;media;inestable;24;21;0
3;47;media;estable;21;25;0
6;56;alta;estable;12;20;0
1;64;baja;inestable;10;20;1
7;57;alta;inestable;20;18;1
4;50;alta;inestable;28;25;0
4;46;alta;inestable;1;25;1
4;76;baja;estable;23;26;0
1;69;media;estable;7;23;0
3;33;media;inestable;6;29;1
6;36;alta;inestable;25;19;0
4;79;alta;inestable;12;18;1
1;54;media;estable;18;25;0
7;95;media;estable;14;27;0
2;43;baja;inestable;26;21;1
7;78;alta;estable;19;28;1
1;67;baja;estable;39;28;1
1;42;media;estable;20;24;0
1;75;media;estable;30;27;0
4;9;media;inestable;10;29;1
1;65;media;inestable;20;21;0
2;87;baja;inestable;22;18;0
4;15;media;inestable;13;25;0
7;34;alta;estable;19;27;0
2;39;media;inestable;11;26;1
5;80;alta;inestable;0;27;0
7;71;media;inestable;9;26;0
1;92;baja;inestable;28;26;0
6;61;alta;inestable;20;29;0
6;33;baja;estable;11;29;1
4;41;media;inestable;16;28;1
6;94;baja;estable;1;28;1
7;80;media;estable;9;29;0
4;3;baja;estable;31;21;0
7;62;baja;estable;20;26;0
1;22;alta;estable;8;28;1
3;10;media;estable;10;21;1
3;22;baja;inestable;33;19;0
2;60;media;estable;8;27;0
1;68;alta;inestable;13;20;1
6;51;baja;estable;27;19;0
1;60;media;estable;22;18;0
5;95;baja;estable;18;28;0
3;4;baja;inestable;36;23;0
6;16;baja;estable;9;21;0
7;86;baja;estable;30;24;0
7;33;alta;inestable;6;24;1
3;93;alta;estable;20;27;0
1;90;media;estable;35;18;0
